ID,artist,title,genre
a1991,Current 93,Misery Farm,alternative
a1992,Current 93-Antony and the Johnsons,Cripple and the Starfish / Immortal Bird,alternative
a1993,Current 93,The Courtyard / Jerusalem,alternative
a2002,blink‐182,First Date,alternative
a2003,blink‐182,I Won't Be Home for Christmas,alternative
a2004,blink‐182,Stay Together for the Kids,alternative
a2005,blink‐182,Feeling This,alternative
a2006,blink‐182,I Miss You,alternative
a2007,blink‐182,Down,alternative
a2008,blink‐182,Always,alternative
a2009,blink‐182,Up All Night,alternative
a2010,Alanis Morissette,Joining You,alternative
a2011,Alanis Morissette,So Pure,alternative
a2012,Alanis Morissette,Unsent,alternative
a2013,Alanis Morissette,Hands Clean,alternative
a2014,Alanis Morissette,Precious Illusions,alternative
a2015,Alanis Morissette,Everything,alternative
a2016,Alanis Morissette,A Man,alternative
a2017,Alanis Morissette,Excuses,alternative
a2018,The Cure,Close to Me,alternative
a2019,The Cure,In Between Days,alternative
a2020,The Cure,Boys Don’t Cry,alternative
a2021,The Cure,Why Can't I Be You?,alternative
a2022,The Cure,Catch,alternative
a2023,The Cure,Just Like Heaven,alternative
a2024,Teenage Fanclub,Dumb Dumb Dumb,alternative
a2025,Teenage Fanclub,Did I Say,alternative
a2026,Jad Fair-Teenage Fanclub,Near to You,alternative
a2027,Teenage Fanclub,Fallen Leaves,alternative
a2028,International Airport-Teenage Fanclub,Association!,alternative
a2029,Talking Heads,Lifetime Piling Up,alternative
a2030,Talking Heads-Echosmith,This Must Be the Place (Naïve Melody),alternative
a2040,Shakira,Loca,alternative
a2041,Shakira,Gypsy,alternative
a2042,Shakira,Rabiosa,alternative
a2043,Shakira,Je l'aime à mourir,alternative
a2044,Shakira,Get It Started,alternative
a2045,Shakira-Rihanna,Can't Remember to Forget You,alternative
a2046,Shakira,Empire,alternative
a2047,Shakira,Dare (La La La),alternative
a2048,Red Hot Chili Peppers,Around the World,alternative
a2049,Red Hot Chili Peppers,Otherside,alternative
a2050,Red Hot Chili Peppers,Californication,alternative
a2051,Red Hot Chili Peppers,Road Trippin’,alternative
a2052,Red Hot Chili Peppers,By the Way,alternative
a2053,Red Hot Chili Peppers,The Zephyr Song,alternative
a2054,Red Hot Chili Peppers,Can’t Stop,alternative
a2055,PJ Harvey,The Devil,alternative
a2056,PJ Harvey-John Parish,Black Hearted Love,alternative
a2057,PJ Harvey,The Words That Maketh Murder,alternative
a2058,PJ Harvey,The Glorious Land,alternative
a2059,PJ Harvey,The Wheel,alternative
a2060,PJ Harvey,Guilty,alternative
a2061,Nick Cave & The Bad Seeds,Fifteen Feet of Pure White Snow,alternative
a2062,Nick Cave & The Bad Seeds,Love Letter,alternative
a2063,Nick Cave & The Bad Seeds,Bring It On,alternative
a2065,Nick Cave & The Bad Seeds,Rock of Gibraltar,alternative
a2066,Nick Cave & The Bad Seeds,Nature Boy,alternative
a2068,Nick Cave & The Bad Seeds,Get Ready for Love,alternative
a2069,Paul McCartney,Tropic Island Hum,folk
a2070,Paul McCartney,Fine Line,folk
a2071,Paul McCartney,Jenny Wren,folk
a2072,Paul McCartney,Dance Tonight,folk
a2073,Paul McCartney,Ever Present Past,folk
a2074,Paul McCartney,My Valentine,folk
a2075,New Order,True Faith,alternative
a2076,New Order,Touched by the Hand of God,alternative
a2077,New Order,Blue Monday 1988,alternative
a2078,New Order,Fine Time,alternative
a2079,New Order,Round&round,alternative
a2080,New Order,Run 2,alternative
a2081,Vicente Amigo,Roma,jazz
a2084,Triosence-Sara Gazarek,When Christmas Comes Around,jazz
a2085,E. T. I.,Someday,jazz
a2086,Carel Kraayenhof-Trijntje Oosterhuis-Janine Jansen,Nu dat jij er bent,jazz
a2087,Echo & The Bunnymen,Prove Me Wrong,alternative
a2088,Echo & The Bunnymen,Nothing Lasts Forever,alternative
a2089,Echo & The Bunnymen,Don’t Let It Get You Down,alternative
a2090,Echo & The Bunnymen,I Want to Be There When You Come,alternative
a2091,Echo & The Bunnymen,Rust,alternative
a2105,Vampire Weekend,Diane Young,alternative
a2106,Vampire Weekend,Step,alternative
a2107,Current 93,Black Ships Ate the Sky Tour Single,alternative
a2108,Current 93,At Sunset Black Ships Ate the Sky,alternative
a2109,Current 93-Sebastian Horsley,Black Ship in the Underworld,alternative
a2110,Current 93,When the May Rain Comes,alternative
a2111,Current 93,Drank Honeysuckle Æons,alternative
a2112,Current 93,"Passenger ""Aleph"" in Name",alternative
a2113,blink‐182,Bored to Death,alternative
a2114,Alanis Morissette,So-Called Chaos,alternative
a2115,Alanis Morissette,Out Is Through,alternative
a2116,Alanis Morissette,Eight Easy Steps,alternative
a2117,Alanis Morissette,Hand in My Pocket,alternative
a2118,Alanis Morissette,Crazy,alternative
a2119,Alanis Morissette,Underneath,alternative
a2120,Alanis Morissette,In Praise of the Vulnerable Man,alternative
a2121,The Cure,Hot Hot Hot!!!,alternative
a2122,The Cure,Fascination Street,alternative
a2123,The Cure,Lullaby,alternative
a2124,The Cure,Lovesong,alternative
a2125,The Cure,Pictures of You,alternative
a2130,Maná-Shakira,Mi verdad,alternative
a2131,Shakira,Try Everything,alternative
a2132,Shakira,Try Everything,alternative
a2133,Carlos Vives-Shakira,La bicicleta,alternative
a2134,Red Hot Chili Peppers,Universally Speaking,alternative
a2135,Red Hot Chili Peppers,Fortune Faded,alternative
a2136,Red Hot Chili Peppers,Dani California,alternative
a2137,Red Hot Chili Peppers,Tell Me Baby,alternative
a2138,Red Hot Chili Peppers,Snow ((Hey Oh)),alternative
a2139,Red Hot Chili Peppers,Desecration Smile,alternative
a2141,Nick Cave & The Bad Seeds,More News From Nowhere,alternative
a2142,Nick Cave & The Bad Seeds,Midnight Man,alternative
a2143,Nick Cave & The Bad Seeds,Jubilee Street,alternative
a2144,Nick Cave & The Bad Seeds,Animal X,alternative
a2145,Nick Cave & The Bad Seeds,Give Us a Kiss,alternative
a2146,The Bloody Beetroots-Paul McCartney-Youth,Out of Sight,folk
a2147,Kanye West-Paul McCartney,Only One,folk
a2148,Rihanna-Kanye West-Paul McCartney,FourFiveSeconds,folk
a2149,Kanye West-Theophilus London-Allan Kingdom-Paul McCartney,All Day,folk
a2150,Paul McCartney,Take It Away (single edit),folk
a2152,New Order,Regret,alternative
a2153,New Order,Ruined in a Day,alternative
a2154,New Order,World (The Price of Love),alternative
a2155,New Order,Spooky,alternative
a2156,New Order,Regret / Ruined in a Day,alternative
a2157,k.d. lang,Constant Craving,folk
a2162,Julie Fowlis,Lon-dubh (Blackbird),folk
a2163,Josh Rouse,Love Vibration,folk
a2164,Josh Ritter,Joy To You Baby,folk
a2165,Jonatha Brooke,Linger,folk
a2166,Jonatha Brooke,What We Are,folk
a2167,Jolie Holland,Sascha,folk
a2168,John Wesley Harding,I'm Wrong About Everything,folk
a2169,John Sebastian,She's a Lady / Room Nobody Lives In,folk
a2170,John Sebastian,Younger Generation / Boredom,folk
a2171,Trijntje Oosterhuis-Candy Dulfer-Do,Merry Christmas Baby / Everyday It's Christmas,jazz
a2172,Lionel Richie-Trijntje Oosterhuis,Face in the Crowd,jazz
a2173,Trijntje Oosterhuis,Vlieg met me mee,jazz
a2174,Marco Borsato-Trijntje Oosterhuis,Wereld zonder jou,jazz
a2180,Alanis Morissette,Not as We,alternative
a2181,Alanis Morissette,My Humps,alternative
a2182,Alanis Morissette,Guardian,alternative
a2183,Alanis Morissette,Receive,alternative
a2184,The Cure,Never Enough,alternative
a2185,The Cure,High,alternative
a2186,The Cure,Friday I’m in Love,alternative
a2187,The Cure,A Letter to Elise,alternative
a2188,The Cure,The 13th,alternative
a2189,The Cure,Mint Car,alternative
a2190,Red Hot Chili Peppers,Hump de Bump,alternative
a2191,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,alternative
a2192,Red Hot Chili Peppers,Monarchy of Roses,alternative
a2193,Red Hot Chili Peppers,Look Around,alternative
a2194,Red Hot Chili Peppers,Strange Man / Long Progression,alternative
a2195,Red Hot Chili Peppers,Magpies on Fire / Victorian Machiner,alternative
a2196,Red Hot Chili Peppers,Never Is a Long Time / Love of Your Life,alternative
a2198,New Order,True Faith ’94,alternative
a2199,New Order,Nineteen63,alternative
a2200,New Order,Blue Monday-95,alternative
a2201,New Order,Video 586,alternative
a2202,New Order,Crystal,alternative
a2203,New Order,60 Miles an Hour,alternative
a2205,Hercules and Love Affair-John Grant,I Try to Talk to You,folk
a2213,Tiki Black-Jo Bywater,Free Like Smoke,folk
a2216,Ultra Vivid Scene,Mercy Seat,alternative
a2217,Ultra Vivid Scene,Something to Eat,alternative
a2218,Ultra Vivid Scene-The Breeders,Three Stars / Fortunately Gone,alternative
a2219,k.d. lang,Miss Chatelaine,folk
a2220,k.d. lang,Just Keep Me Moving,folk
a2221,k.d. lang,Lifted by Love,folk
a2222,k.d. lang,If I Were You,folk
a2223,k.d. lang,The Joker,folk
a2224,k.d. lang,Theme From the Valley of the Dolls,folk
a2225,k.d. lang,Summerfling,folk
a2226,Josh Rouse,Fiesta Morena,folk
a2227,Josh Rouse,G Train / Carolina,folk
a2228,Josh Rouse,Hawaii Bossa Blue / He Was Called Hawk,folk
a2229,Josh Rouse,Hotel Mardi Gras / Wonderful,folk
a2230,Josh Rouse,Maybe You’re The Right One / Why Can’t I Be You,folk
a2231,Josh Rouse,New Year’s Day,folk
a2232,Josh Rouse,O Coidador De Gatos,folk
a2234,The Cure,Gone!,alternative
a2235,The Cure,Strange Attraction,alternative
a2236,The Cure,Wrong Number,alternative
a2237,The Cure,Cut Here,alternative
a2238,The Cure,The End of the World,alternative
a2239,The Cure,alt.end,alternative
a2240,Red Hot Chili Peppers,The Sunset Sleeps / Hometown Gypsy,alternative
a2241,Red Hot Chili Peppers,Pink as Floyd / Your Eyes Girl,alternative
a2242,Red Hot Chili Peppers,In Love Dying,alternative
a2243,Red Hot Chili Peppers,Catch My Death / How It Ends,alternative
a2244,Red Hot Chili Peppers,Hanalei / Open/Close,alternative
a2245,Red Hot Chili Peppers,This Is the Kitt / Brave From Afar,alternative
a2246,Red Hot Chili Peppers,Dark Necessities,alternative
a2265,New Order,Someone Like You,alternative
a2266,New Order,Here to Stay,alternative
a2267,New Order,Krafty,alternative
a2268,New Order,Jetstream,alternative
a2269,New Order,Waiting for the Sirens’ Call,alternative
a2270,New Order,True Faith / Regret,alternative
a2287,The Triffids,Stand Up,alternative
a2288,The Triffids,Wide Open Road,alternative
a2301,Josh Rouse,The Perfect Girl,folk
a2302,Josh Rouse,Wildflower,folk
a2303,The Cure,Taking Off,alternative
a2304,The Cure,The Dragon Hunters Song,alternative
a2305,The Cure,The Only One,alternative
a2306,The Cure,Freakshow,alternative
a2307,The Cure,Sleep When I’m Dead,alternative
a2308,The Cure,The Perfect Boy,alternative
a2309,Red Hot Chili Peppers,The Getaway,alternative
a2310,Red Hot Chili Peppers,We Turn Red,alternative
a2313,The Shamen,Young 'till Yesterday,alternative
a2333,New Order,Confusion 2007,alternative
a2334,New Order,Restless,alternative
a2335,New Order,Academic,alternative
a2336,New Order,Singularity,alternative
a2337,Daft Punk-New Order,Blue Monday Alive,alternative
a2338,The Pop Group,She Is Beyond Good and Evil,alternative
a2339,The Pop Group,We Are All Prostitutes,alternative
a2340,The Slits-The Pop Group,In the Beginning There Was Rhythm / Where There’s a Will There’s a Way,alternative
a2341,The Pains of Being Pure at Heart,This Love Is Fucking Right!,alternative
a2342,The Parallelograms-The Pains of Being Pure at Heart,The Parallelograms / The Pains of Being Pure at Heart,alternative
a2353,Tampa Red,Strange Woman Blues / It's Tight Like That No. 3,jazz
a2354,Tampa Red,Uncle Bud / Juicy Lemon Blues,jazz
a2361,The Triffids,Bury Me Deep in Love,alternative
a2362,The Triffids,Trick of the Light,alternative
a2363,The Triffids,Holy Water,alternative
a2364,The Triffids,Goodbye Little Boy,alternative
a2378,The Cure-Dinosaur Jr.,Just Like Heaven,alternative
a2387,The Smashing Pumpkins,Tristessa,alternative
a2388,The Smashing Pumpkins,Siva / Window Paine,alternative
a2393,The Shamen,Christopher Mayhew Says,alternative
a2394,The Shamen,Knature Of A Girl,alternative
a2395,The Shamen,Jesus Loves Amerika,alternative
a2396,The Shamen,Transcendental,alternative
a2397,Bam Bam,Transcendental,alternative
a2398,The Shamen,Omega Amigo,alternative
a2399,The Shamen,You Me & Everything,alternative
a2400,The Shamen,Make It Mine,alternative
a2401,The Hot 8 Brass Band,Ghost Town / Let Me Do My Thing,jazz
a2402,The Heliocentrics,Before I Die,jazz
a2403,The Heliocentrics-Percee P,Distant Star,jazz
a2421,Thursday,Signals Over the Air,indie
a2422,Thursday,Even the Sand Is Made of Seashells,indie
a2432,The Pains of Being Pure at Heart-Summer Cats,Searching for the Now 4,alternative
a2433,The Pains of Being Pure at Heart,Everything With You,alternative
a2434,The Pains of Being Pure at Heart,Young Adult Friction,alternative
a2435,The Pains of Being Pure at Heart,Come Saturday,alternative
a2436,The Pains of Being Pure at Heart,Higher Than the Stars,alternative
a2437,The Pains of Being Pure at Heart,Say No to Love,alternative
a2438,The Pains of Being Pure at Heart,Heart in Your Heartbreak,alternative
a2439,The Pains of Being Pure at Heart,Belong,alternative
a2440,The Pains of Being Pure at Heart,The Body,alternative
a2457,Tampa Red,Chicago Moan Blues / It's Tight Like That No. 2,jazz
a2458,Tampa Red,Jelly Whippin' Blues / Train Time Blues,jazz
a2459,Tampa Red,Mama Don't Allow No Easy Riders Here / Strewing Your Mess,jazz
a2460,Tampa Red-Henry Thomas,Pat That Bread / Arkansas,jazz
a2461,Tampa Red,You Better Tighten Up on It / What Is It That Tastes Live Gravy?,jazz
a2462,Tampa Red,Kunjine Baby / Corinne Corinna,jazz
a2463,Tampa Red,Friendless Blues / Dying Mercy Blues,jazz
a2464,Tampa Red-Memphis Joe,That Duck's Yas Yas Yas / Plenty Gals Blues,jazz
a2465,Tampa Red,Station Time Blues / That Stuff You Sell,jazz
a2481,Teenage Fanclub,Everybody's Fool,indie
a2487,The Smashing Pumpkins,Rocket,alternative
a2488,The Smashing Pumpkins,Bullet With Butterfly Wings,alternative
a2489,The Smashing Pumpkins,1979,alternative
a2491,The Smashing Pumpkins,Zero,alternative
a2492,The Smashing Pumpkins,Thirty-Three,alternative
a2493,The Smashing Pumpkins,Ava Adore,alternative
a2496,The Shamen,Hyperreal,alternative
a2497,The Shamen,Pro>gen,alternative
a2498,The Shamen,Move Any Mountain: Progen 91,alternative
a2499,The Shamen,L.S.I. (Love Sex Intelligence),alternative
a2500,The Shamen,Ebeneezer Goode,alternative
a2501,The Shamen,Boss Drum,alternative
a2502,The Shamen,Phorever People,alternative
a2503,The Shamen,Re:Evolution,alternative
a2506,Rachele Lynae-Jamie O'Neal,Have Yourself a Merry Little Christmas,folk
a2507,Jamie O'Neal,Like a Woman,folk
a2509,James Yorkston,Steady as She Goes,folk
a2510,James Yorkston,Woozy With Cider,folk
a2515,Jadon Faith,All I Have to Do Is Dream,folk
a2516,Jadon Faith-Becky Ross,Cathy's Clown,folk
a2533,The Pains of Being Pure at Heart,Jeremy,alternative
a2534,The Pains of Being Pure at Heart,Simple and Sure,alternative
a2551,Tampa Red,But They Got It Fixed Right On / Corinne Corinna #2,jazz
a2552,Tampa Red-Tampa Red,Bear Cat's Kitten / Unhappy Blues,jazz
a2553,Tampa Red,Toogaloo Blues / They Call It Boogie Woogie,jazz
a2554,Tampa Red,Georgia Hound Blues / New Stranger Blues,jazz
a2555,Tampa Red,No Matter How She Done It / Things 'Bout Coming My Way No. 2,jazz
a2556,Tampa Red,Don't Leave Me Here / Dead Cats on the Line,jazz
a2564,Jack Rose-Dr. Ragtime,Alap /Flirting With The Undertaker,folk
a2565,Jack Rose-Silvester Anfang,Jack Rose / Silvester Anfang,folk
a2576,Teenage Fanclub,God Knows It's True,indie
a2577,Teenage Fanclub,The Ballad of John and Yoko,indie
a2578,Teenage Fanclub,Everything Flows,indie
a2579,Teenage Fanclub,Star Sign,indie
a2580,Teenage Fanclub,The Concept,indie
a2581,Teenage Fanclub,What You Do to Me,indie
a2582,Teenage Fanclub,Radio,indie
a2583,Teenage Fanclub,Hang On,indie
a2584,Iron & Wine,Call Your Boys / Dearest Forsaken,folk
a2594,Puhdys-Inti-Illimani-Oktoberklub,Dem Frieden die Freiheit,folk
a2595,The Smashing Pumpkins,Perfect,alternative
a2596,The Smashing Pumpkins,Stand Inside Your Love,alternative
a2598,The Smashing Pumpkins,Untitled,alternative
a2599,The Smashing Pumpkins,Doomsday Clock,alternative
a2604,India.Arie,Brown Skin,folk
a2606,India.Arie-P!nk,I Am Not My Hair,folk
a2607,India.Arie,6th Avenue,folk
a2610,Ian Anderson,Postcard Day,folk
a2611,Iain Matthews,Shake It,folk
a2612,Πυξ Λαξ-I Muvrini,Ασ' την εικόνα να μιλάει,folk
a2613,I Have a Tribe,Snow Fell On The Cedars,folk
a2618,The Killers,Mr. Brightside,alternative
a2628,Adrian Lux-The Good Natured,Alive,alternative
a2629,Vince Clarke-The Good Natured,Ghost Train,alternative
a2630,The Shamen,Comin' On,alternative
a2631,The Shamen,Destination Eschaton,alternative
a2632,The Shamen,Transamazonia,alternative
a2633,The Shamen,Heal (The Separation),alternative
a2634,The Shamen,Move Any Mountain ’96,alternative
a2661,Teenage Fanclub-De La Soul,Fallin',indie
a2662,Teenage Fanclub,Mellow Doubt,indie
a2663,Teenage Fanclub,Sparky's Dream,indie
a2664,Teenage Fanclub,Neil Jung,indie
a2665,Teenage Fanclub,Ain't That Enough,indie
a2666,Teenage Fanclub,I Don't Want Control of You,indie
a2667,Teenage Fanclub,Start Again,indie
a2668,Teenage Fanclub,I Need Direction,indie
a2677,Iron & Wine,Passing Afternoon,folk
a2678,Iron & Wine,The Trapeze Swinger,folk
a2679,Iron & Wine,Such Great Heights,folk
a2680,Iron & Wine,Boy With a Coin,folk
a2681,Iron & Wine,Walking Far From Home,folk
a2682,Iron & Wine,Tree By the River,folk
a2683,Iron & Wine,One More Try,folk
a2685,The Danse Society,Clock,alternative
a2686,The Danse Society,There Is No Shame in Death,alternative
a2687,The Danse Society,Womans Own / We're So Happy,alternative
a2688,Palais Schaumburg-The Danse Society,Hockey / My Heart,alternative
a2695,The Creepers,Baby's on Fire,alternative
a2720,The Birthday Party,Mr. Clarinet,alternative
a2721,The Smashing Pumpkins,G.L.O.W.,alternative
a2722,The Smashing Pumpkins,Widow Wake My Mind,alternative
a2723,The Smashing Pumpkins,Astral Planes / A Stitch In Time,alternative
a2726,The Smashing Pumpkins,The Celestials,alternative
a2727,The Smashing Pumpkins,Being Beige,alternative
a2731,India.Arie,Cocoa Butter,folk
a2732,India.Arie,Video,folk
a2733,The Killers,Somebody Told Me,alternative
a2734,The Killers,All These Things That I've Done,alternative
a2735,The Killers,Smile Like You Mean It,alternative
a2736,The Killers,When You Were Young,alternative
a2737,The Killers,Bones,alternative
a2738,The Killers-Toni Halliday,A Great Big Sled,alternative
a2739,The Killers,Read My Mind,alternative
a2740,The Killers,For Reasons Unknown,alternative
a2745,The Beautiful Girls,Black Bird,alternative
a2746,The Beautiful Girls,Ashes,alternative
a2747,The Beautiful Girls,Let's Take the Long Way Home,alternative
a2761,Teenage Jesus and the Jerks,Teenage Jesus and the Jerks,alternative
a2762,Teenage Jesus and the Jerks,Teenage Jesus and The Jerks,alternative
a2783,Astralasia-Suns of Arqa,Sul-E-Stomp,jazz
a2787,Sound Providers,Dope Transmission / The Field,jazz
a2788,Sound Providers,Get Down / No Time,jazz
a2789,Sound Providers,The Difference / Yes Y'All,jazz
a2790,Sound Providers,Who Am I?,jazz
a2800,Teenage Fanclub,Dumb Dumb Dumb,indie
a2801,Teenage Fanclub,Did I Say,indie
a2802,Jad Fair-Teenage Fanclub,Near to You,indie
a2803,Teenage Fanclub,Fallen Leaves,indie
a2804,International Airport-Teenage Fanclub,Association!,indie
a2805,Rhiannon Giddens-Iron & Wine,Forever Young,folk
a2806,The Danse Society,Somewhere,alternative
a2807,The Danse Society,2000 Light Years From Home,alternative
a2808,The Danse Society,Say It Again,alternative
a2809,The Danse Society,Wake Up,alternative
a2818,The Cranberries,Dreams,alternative
a2819,The Cranberries,Linger,alternative
a2820,The Cranberries,Zombie,alternative
a2821,The Cranberries,Ode to My Family,alternative
a2822,The Cranberries,I Can't Be With You,alternative
a2823,The Cranberries,Ridiculous Thoughts,alternative
a2832,The Birthday Party,The Friend Catcher,alternative
a2833,The Birthday Party,Nick the Stripper,alternative
a2834,The Birthday Party,Release the Bats,alternative
a2835,The Smashing Pumpkins,One and All,alternative
a2836,The Smashing Pumpkins,Drum + Fife,alternative
a2837,The Smashing Pumpkins,Cherub Rock Live,alternative
a2838,The Killers,Don't Shoot Me Santa,alternative
a2839,The Killers,Human,alternative
a2841,The Killers,Spaceman,alternative
a2842,The Killers,¡Happy Birthday Guadalupe!,alternative
a2843,The Killers,The World We Live In,alternative
a2844,The Killers,Boots,alternative
a2845,The Killers,The Cowboys’ Christmas Ball,alternative
a2846,The Beautiful Girls,I Thought About You,alternative
a2847,The Beautiful Girls,In Love,alternative
a2848,Mat McHugh-The Beautiful Girls,Blackbird,alternative
a2853,Broken Time Orchestra-Sofia Rubina,Golden Sun,jazz
a2854,Sofia Rubina,Make Me Beautiful,jazz
a2855,MonkeyFunk-Sofia Rubina,I Believe,jazz
a2856,Andy Ward-Sofia Rubina,Streets of the Sun,jazz
a2864,Screamin’ Jay Hawkins,I Put a Spell on You / Little Demon,jazz
a2865,Scarface,Game Over,jazz
a2866,Scarface,Hand of The Dead Body,jazz
a2869,Sam Brown,Can I Get a Witness?,jazz
a2870,Sam Brown,Stop!,jazz
a2873,Rosemary Clooney,Mambo Italiano / We'll Be Together Again,jazz
a2882,Suns of Arqa,Govinda's Dream,jazz
a2892,The Cranberries,Salvation,alternative
a2893,The Cranberries,When You're Gone,alternative
a2894,The Cranberries,When You're Gone / Free to Decide,alternative
a2895,The Cranberries,Free to Decide,alternative
a2896,The Cranberries,Hollywood,alternative
a2897,The Cranberries,Promises,alternative
a2900,The Killers,Runaways,alternative
a2901,The Killers-Ryan Pardey,I Feel It in My Bones,alternative
a2902,The Killers,Shot at the Night,alternative
a2903,The Killers-Dawes,Christmas in L.A.,alternative
a2904,The Killers-Jimmy Kimmel,Joel the Lump of Coal,alternative
a2905,The Killers-Ryan Pardey-Richard Dreyfuss,Dirt Sledding,alternative
a2906,The Killers,Peace of Mind,alternative
a2912,Band of Horses,The Funeral,indie
a2913,Band of Horses,No One's Gonna Love You,indie
a2914,Band of Horses,Georgia,indie
a2915,Babyshambles,Killamangiro,indie
a2916,Babyshambles,Fuck Forever,indie
a2917,Babyshambles,Albion,indie
a2918,Animal Collective,Who Could Win a Rabbit,indie
a2922,Zayed Hassan,Retry,indie
a2923,Zayed Hassan,Dream Castle,indie
a2924,Zayed Hassan-Pewee in the Garage,Love,indie
a2925,Zayed Hassan,Beasted,indie
a2942,Virginia to Vegas-Alyssa Reid,We Are Stars,indie
a2943,Virginia to Vegas-Alyssa Reid,Baby It's Cold Outside,indie
a2944,Montana & Stewart-Sofia Rubina,I Need U Back,jazz
a2945,Mutated Forms-Netsky-Sofia Rubina,Windows,jazz
a2946,Screamin’ Jay Hawkins,Frenzy,jazz
a2947,Screamin’ Jay Hawkins,Alligator Wine / There's Something Wrong With You,jazz
a2948,Screamin’ Jay Hawkins,Heart Attack & Vine,jazz
a2949,Sam Brown,This Feeling,jazz
a2950,Sam Brown,Walking Back to Me,jazz
a2951,Sam Brown,Walking Back to Me,jazz
a2952,Sam Brown,Kissing Gate,jazz
a2953,Sam Brown,Mindworks,jazz
a2954,Sam Brown,With A Little Love,jazz
a2955,Fish-Sam Brown,Just Good Friends,jazz
a2956,Sam Brown,I Forgive You,jazz
a2957,Rosemary Clooney,Hey There / This Ole House,jazz
a2964,The Cranberries,Animal Instinct,alternative
a2965,The Cranberries,Just My Imagination,alternative
a2966,The Cranberries,You and Me,alternative
a2967,The Cranberries,Analyse,alternative
a2968,The Cranberries,Time Is Ticking Out,alternative
a2969,The Cranberries,This Is the Day,alternative
a2976,twin hidden,Unconditionally,indie
a2977,twin hidden,Boomerang - Single,indie
a2978,twin hidden,Join Hands - Single,indie
a3021,Holly Golightly,Listen,folk
a3031,Band of Horses,Georgia / No One’s Gonna Love You,indie
a3032,Band of Horses,Knock Knock,indie
a3033,Band of Horses,Solemn Oath,indie
a3035,Babyshambles,Dirty Fame,indie
a3036,Babyshambles,Delivery,indie
a3037,Babyshambles,You Talk,indie
a3038,Babyshambles,Nothing Comes to Nothing,indie
a3039,Black Dice-Animal Collective,Wastered,indie
a3040,Animal Collective,Grass,indie
a3041,Animal Collective,Peacebone,indie
a3042,Animal Collective,Fireworks,indie
a3043,Animal Collective,Summertime Clothes,indie
a3044,Animal Collective,Brother Sport,indie
a3045,Animal Collective,Transverse Temporal Gyrus,indie
a3046,Animal Collective,Honeycomb / Gotham,indie
a3047,Animal Collective,Today's Supernatural,indie
a3056,The Cranberries,Stars,alternative
a3058,Hem,Identical Snowflakes,folk
a3061,Hanne Kah,Cards,folk
a3062,Hank Williams,I Saw the Light / Six More Miles (to the Graveyard),folk
a3064,Greg Laswell-Sara Bareilles,Come Back Down,folk
a3065,Greenland Whalefishers-The Tans,Greenland Whalefishers / The Tans,folk
a3078,Grant-Lee Phillips,Winterglow,folk
a3079,Graham Nash-James Raymond,Almost Gone,folk
a3112,Holly Golightly,You Shine,folk
a3113,Holly Golightly,Christmas Tree on Fire,folk
a3114,Holly Golightly-The Brokeoffs,My 45,folk
a3115,Holly Golightly,Seven Wonders,folk
a3122,Animal Collective,FloriDada,indie
a3123,Animal Collective,Gnip Gnop / Hounds of Bairro,indie
a3124,Animal Collective,Gnip Gnop / Hounds of Bairro,indie
a3134,George Winston,Christmas Time Is Here,folk
a3135,George Winston,Silent Night – A Benefit Single for Feeding America,folk
a3136,George Harrison,My Sweet Lord,folk
a3141,Garmarna,Garmarna,folk
a3142,Garmarna,Euchari,folk
a3143,Garmarna,Gamen,folk
a3144,Garmarna,Över gränsen,folk
a3145,Garmarna,Öppet hav (radio edit),folk
a3156,Hank Williams,Honky Tonkin / I'll Be a Bachelor 'til I Die,folk
a3157,Hank Williams,My Sweet Love Ain't Around / Rootie Tootie,folk
a3158,Hank Williams,You're Gonna Change (Or I'm Gonna Leave) / Lost Highway,folk
a3159,Hank Williams,Mind Your Own Business / There'll Be No Teardrops Tonight,folk
a3160,Hank Williams,My Bucket's Got a Hole in It / I'm So Lonesome I Could Cry,folk
a3161,Hank Williams,I Just Don't Like This Kind of Livin' / May You Never Be Alone,folk
a3162,Hank Williams,They'll Never Take Her Love From Me / Why Should We Try Anymore,folk
a3202,Soulwax,Kill Your Darlings,alternative
a3203,George Winston,Swinging Honeymoon,folk
a3204,George Harrison,What Is Life,folk
a3205,George Harrison,Bangla Desh,folk
a3206,George Harrison,Give Me Love (Give Me Peace on Earth),folk
a3207,George Harrison,Ding Dong,folk
a3208,George Harrison,Dark Horse,folk
a3209,George Harrison,This Song,folk
a3210,George Harrison,Crackerbox Palace,folk
a3211,George Harrison,Got My Mind Set on You,folk
a3212,Sonic Youth,Death Valley ’69,alternative
a3230,The Edge-Sinéad O’Connor,Heroine,alternative
a3235,Self,Brunch,alternative
a3236,Self,Could You Love Me Now?,alternative
a3237,Self,Looks and Money,alternative
a3243,Hank Williams,A House Without Love / Why Don't You Love Me?,folk
a3244,Hank Williams,Long Gone Lonesome Blues / My Son Calls Another Man Daddy,folk
a3245,Hank Williams,Nobody's Lonesome for Me / Moanin' the Blues,folk
a3246,Hank Williams,Cold Cold Heart / Dear John,folk
a3259,Paul Hardcastle,19,jazz
a3260,David Bowie-Pat Metheny Group,This Is Not America,jazz
a3261,Pat Metheny Group,Across the Sky,jazz
a3263,Ornella Vanoni,Quanto tempo e ancora,jazz
