ID, Artist, Song, Genre
19358,Jody Watley,I Want Your Love,pop
19359,French Horn Rebellion-Jody Watley-Young Empires,Dancing Out,pop
19360,Jody Watley,Nightlife,pop
19361,Tori Amos,China,rock
19362,Tori Amos,Winter,rock
19363,Tori Amos,Crucify,rock
19364,Tori Amos,Cornflake Girl,rock
19365,Tony Lucca,How You Like Me Now (The Voice Performance),rock
19366,Tony Lucca,99 Problems (The Voice Performance),rock
19367,Adam Levine-Tony Lucca,Yesterday,rock
19368,Tony Lucca,Never Gonna Let You Go,rock
19382,Tom Liwa,Funky Sexy,rock
19389,The Smashing Pumpkins,Astral Planes / A Stitch In Time,rock
19392,The Smashing Pumpkins,The Celestials,rock
19393,The Smashing Pumpkins,Being Beige,rock
19394,The Smashing Pumpkins,One and All,rock
19395,The Smashing Pumpkins,Drum + Fife,rock
19396,Tocotronic,Die Welt kann mich nicht mehr verstehen,rock
19397,Tocotronic,Sie wollen uns erzählen,rock
19398,Tocotronic,Dieses Jahr,rock
19399,Tocotronic,Let There Be Rock,rock
19400,Tocotronic,Jackpot,rock
19401,Tocotronic-Console,Freiburg V3.0,rock
19402,Tocotronic,Tomorrow Will Be Like Today,rock
19404,This Is Nowhere-De Sades,We Split For The Ladies!,rock
19412,They Might Be Giants,Wiggle Diskette,rock
19419,The Yardbirds,I Wish You Would / A Certain Girl,rock
19427,The Wonder Stuff,Unbearable,rock
19431,The White Stripes,Let's Shake Hands,rock
19438,Tina Turner,Private Dancer,rock
19439,Tina Turner,One of the Living,rock
19440,Tina Turner,Show Some Respect,rock
19441,Tina Turner,We Don't Need Another Hero (Thunderdome),rock
19442,Tina Turner,Typical Male (Dance Mix),rock
19443,Tina Turner,Afterglow,rock
19461,Thom Yorke,Analyse,rock
19462,Thom Yorke-Mark Mulcahy,All for the Best / Ciao My Shining Star,rock
19463,Thom Yorke,Feeling Pulled Apart by Horses,rock
19464,Burial-Four Tet-Thom Yorke,Ego / Mirror,rock
19465,Modeselektor-Thom Yorke,Shipwreck,rock
19466,Thom Yorke,Twist / Stuck Together,rock
19467,Modeselektor-Thom Yorke,This,rock
19468,Thom Yorke,Youwouldn'tlikemewhenI'mangry,rock
19469,John Mellencamp,Rooty Toot Toot,pop
19470,John Mayer,Heartbreak Warfare,pop
19471,John Mayer,Shadow Days,pop
19472,John Mayer,Paper Doll,pop
19473,John Mayer,Wildfire,pop
19474,John Mayer,XO,pop
19475,Hot Chocolate,Heaven Is in the Back Seat of My Cadillac,pop
19476,Hot Chocolate,Man to Man,pop
19477,Hot Chocolate,Put Your Love in Me,pop
19478,Hot Chocolate,So You Win Again,pop
19479,Hot Chocolate,Every 1's a Winner,pop
19480,Hot Chocolate,I'll Put You Together Again,pop
19481,Hot Chocolate,Going Through the Motions,pop
19482,Hot Chocolate,Mindless Boogie,pop
19486,The Smashing Pumpkins,Cherub Rock Live,rock
19487,Tocotronic,Hi Freaks,rock
19488,Tocotronic,This Boy Is Tocotronic,rock
19489,Tocotronic,Aber hier leben, nein danke,rock
19490,Tocotronic,Gegen den Strich,rock
19491,Tocotronic,Pure Vernunft darf niemals siegen,rock
19492,Tocotronic,Sag alles ab,rock
19493,Tocotronic,Kapitulation,rock
19496,Thin Lizzy,Whisky in the Jar,rock
19497,Thin Lizzy,Randolph's Tango,rock
19498,Thin Lizzy,The Rocker,rock
19499,Thin Lizzy,Little Darling,rock
19500,Thin Lizzy,The Boys Are Back in Town / Jailbreak,rock
19501,Thin Lizzy,Sarah,rock
19502,Thin Lizzy,Trouble Boys,rock
19503,They Might Be Giants,Everything Right Is Wrong,rock
19504,They Might Be Giants-Joshua Fried,[untitled],rock
19505,They Might Be Giants,Don’t Let’s Start,rock
19506,They Might Be Giants,Ana Ng,rock
19507,They Might Be Giants,They'll Need a Crane,rock
19508,They Might Be Giants,Istanbul (Not Constantinople),rock
19509,They Might Be Giants,Birdhouse in Your Soul,rock
19523,Violent Femmes,Ugly,rock
19527,Vice Squad,Out of Reach,rock
19528,Vice Squad,Black Sheep,rock
19538,Vanilla Fudge,You Keep Me Hanging On,rock
19539,Αλέκα Κανελλίδου,The More I See You / Stranger,rock
19540,Vanessa Carlton,A Thousand Miles,rock
19541,Counting Crows-Vanessa Carlton,Big Yellow Taxi,rock
19542,The Yardbirds,Good Morning Little Schoolgirl / I Ain't Got You,rock
19543,The Yardbirds,Boom Boom / Honey on Your Hips,rock
19544,The Yardbirds,For Your Love,rock
19545,The Yardbirds,Heart Full of Soul,rock
19546,The Yardbirds,Over Under Sideways Down / Jeff's Boogie,rock
19547,The Yardbirds,Happenings Ten Years Time Ago / Psycho Daisies,rock
19548,The Yardbirds,Shapes of Things,rock
19552,The Wonder Stuff,A Wish Away,rock
19553,The Wonder Stuff,Give Give Give Me More More More,rock
19554,The Wonder Stuff,It's Yer Money I'm After Baby,rock
19555,The Wonder Stuff,Don’t Let Me Down, Gently,rock
19556,The Wonder Stuff,Golden Green / Get Together,rock
19557,The Wonder Stuff,Who Wants to Be the Disco King?,rock
19558,The Wonder Stuff,Circlesquare,rock
19559,The Wonder Stuff,The Size of a Cow,rock
19570,The White Stripes,Lafayette Blues,rock
19571,The White Stripes,The Big Three Killed My Baby,rock
19572,The White Stripes-The Dirtbombs,Hand Springs,rock
19573,The White Stripes,Hello Operator,rock
19574,The White Stripes,Party of Special Things to Do,rock
19575,The White Stripes,Lord, Send Me an Angel,rock
19576,The White Stripes,Hotel Yorba,rock
19577,The White Stripes,Fell in Love With a Girl,rock
19585,Tina Turner,Two People,rock
19586,Tina Turner,Break Every Rule (Dance Mix),rock
19587,Tina Turner,What You Get Is What You See,rock
19588,David Bowie-Tina Turner,Tonight Live,rock
19589,Tina Turner,I Want You Near Me,rock
19590,Tina Turner,Love Thing,rock
19591,Tina Turner,Way of the World,rock
19594,GACKT,Stay the Ride Alive,pop
19595,GACKT,EVER,pop
19596,GACKT,Episode.0,pop
19597,GACKT,Graffiti,pop
19598,GACKT,UNTIL THE LAST DAY,pop
19599,Hot Chocolate,Are You Getting Enough of What Makes You Happy?,pop
19600,Hot Chocolate,Love Me to Sleep,pop
19601,Hot Chocolate,No Doubt About It,pop
19602,Hot Chocolate,Losing You,pop
19603,Hot Chocolate,You'll Never Be So Wrong,pop
19604,Hot Chocolate,Chances,pop
19605,Hot Chocolate,Girl Crazy,pop
19606,Hot Chocolate,It Started With a Kiss,pop
19607,Tocotronic,Imitationen,rock
19608,Tocotronic,Mein Ruin,rock
19609,Tocotronic,Macht es nicht selbst,rock
19610,Tocotronic,Macht es nicht selbst / Schall und Wahn,rock
19611,Tocotronic,Auf dem Pfad der Dämmerung,rock
19612,Tocotronic,Abschaffen,rock
19613,Tocotronic,Ich will für dich nüchtern bleiben,rock
19614,Unwound,Caterpillar / Miserific Condition / Love & Fear,rock
19615,Unwound,Kandy Korn Rituals / Against / Hating in D,rock
19627,Udo Lindenberg,Wozu sind Kriege da?,rock
19637,Troublemakers,Hjältarna skålar i blod,rock
19638,Troublemakers,Änglarna,rock
19639,Trent Reznor-Atticus Ross-Karen O,Immigrant Song,rock
19640,Trent Reznor-Atticus Ross,Juno,rock
19649,Athens400-Lorentzo Jönsson,Athens400 & Lorentzo Jönsson,pop
19650,Loreen,My Heart Is Refusing Me,pop
19651,Loreen,Sober,pop
19652,Loreen,Euphoria,pop
19653,Loreen,Crying Out Your Name,pop
19654,They Might Be Giants,The Statue Got Me High,rock
19655,They Might Be Giants,O Tannenbaum,rock
19656,They Might Be Giants,Doctor Worm,rock
19657,They Might Be Giants,Boss of Me,rock
19658,They Might Be Giants,Shooting Star / Ram On,rock
19659,They Might Be Giants,Man, It's So Loud in Here,rock
19660,They Might Be Giants,T-Shirt,rock
19661,Violent Femmes,It’s Gonna Rain,rock
19662,Violent Femmes,Children of the Revolution,rock
19663,Killing Joke-Violent Femmes,Money Is Not Our God (Hideous remix) / Special (live),rock
19664,Violent Femmes,American Music,rock
19665,Violent Femmes,Do You Really Want to Hurt Me?,rock
19666,Violent Femmes,Used to Be,rock
19667,Violent Femmes,I Held Her in My Arms,rock
19668,Violent Femmes,Breakin’ Up,rock
19669,Vice Squad,Teenage Rampage,rock
19670,Vice Squad,You'll Never Know,rock
19671,Vice Squad,Britain Is Still Burning,rock
19673,Vanilla Fudge,Für Elise / Moonlight Sonata,rock
19674,Vanilla Fudge,Season of the Witch,rock
19676,Vanilla Fudge,Need Love,rock
19677,Vanilla Fudge,Shotgun,rock
19678,Vanilla Fudge,Some Velvet Morning / People,rock
19681,Vangelis,Pulstar,rock
19682,Vangelis,Dervish D,rock
19683,Vangelis,Ignacio, Part 1,rock
19684,Vangelis,To the Unknown Man (II),rock
19685,Vangelis,Hymne / Irlande,rock
19686,Vanessa Carlton,White Houses,rock
19687,Vanessa Carlton,Nolita Fairytale,rock
19688,Vanessa Carlton,Carousel,rock
19689,Vanessa Carlton,I'll Wait for You,rock
19690,Vanessa Carlton,Young Heart,rock
19691,Vanessa Carlton,Willows,rock
19692,Vanessa Carlton,Operator,rock
19693,The Yardbirds,America '66,rock
19694,The Yardbirds,For Your Love / Heart Full of Soul,rock
19695,The Wonder Stuff,Caught in My Shadow,rock
19696,Vic Reeves-The Wonder Stuff,Dizzy,rock
19697,The Wonder Stuff,Sleep Alone,rock
19698,The Wonder Stuff,Unbearable,rock
19699,The Wonder Stuff,Blah Blah, Lah Di Dah,rock
19700,The Wonder Stuff,From The Midlands With Love,rock
19701,The Wonder Stuff,From The Midlands With Love 2,rock
19702,The Wonder Stuff,From The Midlands With Love 3,rock
19703,The White Stripes,Dead Leaves and the Dirty Ground,rock
19704,The White Stripes,Merry Christmas From The White Stripes,rock
19705,The White Stripes,Seven Nation Army,rock
19706,The White Stripes,I Just Don't Know What to Do With Myself,rock
19707,The White Stripes,The Hardest Button to Button,rock
19708,The White Stripes,There's No Home for You Here,rock
19709,The White Stripes,Jolene,rock
19710,The White Stripes,Blue Orchid,rock
19711,Tina Turner-Jimmy Barnes,Simply the Best,rock
19712,Tina Turner,Disco Inferno,rock
19713,Tina Turner,I Don’t Wanna Fight,rock
19714,Tina Turner,GoldenEye,rock
19715,Tina Turner,Whatever You Want,rock
19716,Tina Turner,On Silent Wings,rock
19717,Tina Turner,Missing You,rock
19720,GACKT,P.S. I LOVE U,pop
19722,Hot Chocolate,I'm Sorry,pop
19723,Hot Chocolate,Tears on the Telephone,pop
19724,Hot Chocolate,What Kinda Boy You're Lookin' For (Girl),pop
19725,Hot Chocolate,I Gave You My Heart (Didn't I),pop
19726,Hot Chocolate,Heartache No. 9,pop
19727,Hot Chocolate,Never Pretend,pop
19728,Unwound,You Bite My Tongue,rock
19729,Unwound,Mkultra / Totality,rock
19730,Unwound,Negated / Said Serial,rock
19731,Unwound,Corpse Pose / Everything Is Weird,rock
19732,Unwound-Steel Pole Bath Tub,Seen Not Heard / Tokyo,rock
19733,Unwound-Versus,Torch Song / All in Doubt,rock
19739,Lorde,Tennis Court,pop
19740,Lorde,Royals,pop
19741,Lorde,Team,pop
19748,livetune,Transfer,pop
19753,Little Richard,Taxi Blues / Every Hour,pop
19757,Lisa Stansfield,Your Alibis / The Thought Police,pop
19766,Right Said Fred,Don't Talk Just Kiss,pop
19767,Right Said Fred,I'm Too Sexy,pop
19768,DJ Kay Slay-Fat Joe-French Montana-Rico Love,Don’t Do It,pop
19769,Rico Love,Somebody Else,pop
19770,Rico Love,Let It Be Love,pop
19775,Richard Marx,Right Here Waiting,pop
19778,Udo Lindenberg,Germans,rock
19779,Udo Lindenberg,Der blaue Planet,rock
19780,Udo Lindenberg-Freundeskreis,You Can't Run Away,rock
19781,Jan Delay-Udo Lindenberg,Im Arsch,rock
19782,Udo Lindenberg,Wenn du durchhängst,rock
19783,Udo Lindenberg,Ein Herz kann man nicht reparieren (Unplugged),rock
19784,Udo Lindenberg-Clueso,Cello (MTV Unplugged),rock
19790,Rebecca Black,Friday,pop
19791,Rebecca Black,My Moment,pop
19792,Rebecca Black,Person of Interest,pop
19793,Rebecca Black,Sing It,pop
19794,Rebecca Black-Dave Days,Saturday,pop
19795,Rebecca Black,The Great Divide,pop
19796,Reba McEntire,Strange,pop
19797,Ray Stevens,Five More Steps / Tingle,pop
19815,Troublemakers,Utan hjärta stannar Sverige,rock
19816,Troublemakers,Sommaren som kommer,rock
19817,Troublemakers,30,rock
19818,Troublemakers,Stockholm,rock
19819,Troublemakers,Det kommer dagar,rock
19820,Troublemakers,Nu kommer dom,rock
19821,Loreen,Everytime,pop
19822,Loreen,In My Head,pop
19823,Kleerup-Loreen,Requiem Solution,pop
19824,Loreen,We Got the Power,pop
19825,Loreen,Paper Light (Higher),pop
19826,They Might Be Giants,Don't Let's Start,rock
19827,They Might Be Giants,Purple Toupee,rock
19828,Violent Femmes,Machine,rock
19829,Violent Femmes,Memory,rock
19830,Vangelis,The Long March,rock
19831,Vangelis,My Love,rock
19832,Vangelis,Chariots of Fire,rock
19833,Vangelis,Spiral,rock
19834,Vangelis,Conquest of Paradise,rock
19835,Neuronium-Vangelis,In London,rock
19836,Vangelis,Twenty Eighth Parallel,rock
19837,The White Stripes,My Doorbell,rock
19838,The White Stripes,The Denial Twist,rock
19839,The White Stripes,Icky Thump,rock
19840,The White Stripes,You Don't Know What Love Is (You Just Do as You're Told),rock
19841,The White Stripes,Conquest,rock
19843,The White Stripes,Let's Shake Hands,rock
19844,The White Stripes,Seven Nation Army (The Glitch Mob remix),rock
19845,Tina Turner,Something Beautiful Remains,rock
19846,Tina Turner,In Your Wildest Dreams,rock
19847,Tina Turner,When the Heartache Is Over,rock
19848,Tina Turner,Whatever You Need,rock
19849,Tina Turner,Open Arms,rock
19850,Tina Turner,All the Invisible Children,rock
19851,ravex-DJ OZMA,I Rave U,pop
19852,ravex-BoA,Believe in LOVE,pop
19853,Raphael,Aleluya del silencio,pop
19854,Randy Newman,You've Got a Friend in me,pop
19855,Rachel Platten,Work of Art,pop
19856,Rachel Platten,Fight Song,pop
19857,Rachel Platten,Stand by You,pop
19858,Rachel Platten-Diego Torres,Siempre estaré ahí,pop
19860,R. Kelly,Bump N' Grind,pop
19861,Quincy Jones,Ai No Corrida,pop
19863,Lorde,No Better,pop
19864,Disclosure-Lorde,Magnets,pop
19866,PVRIS,You and I,pop
19869,livetune,Take Your Way,pop
19870,livetune,FLAT,pop
19873,Little Richard,Get Rich Quick / Thinkin' 'Bout My Mother,pop
19874,Little Richard,Why Did You Leave Me / Ain't Nothin' Happenin',pop
19875,Little Richard,Please Have Mercy on Me / I Brought It All on Myself,pop
19876,Little Richard,Tutti Frutti / I'm Just a Lonely Guy,pop
19877,Little Richard,Little Richard's Boogie / Directly From My Heart to You,pop
19878,Lisa Stansfield,The Only Way,pop
19879,Lisa Stansfield,I Got a Feeling,pop
19880,Lisa Stansfield,Listen to Your Heart,pop
19881,Lisa Stansfield,All Around the World,pop
19882,Lisa Stansfield,This Is the Right Time,pop
19883,Lisa Stansfield,What Did I Do to You?,pop
19884,Lisa Stansfield,Change,pop
19885,Lisa Stansfield,All Woman,pop
19888,Right Said Fred,Deeply Dippy,pop
19889,Right Said Fred,Those Simple Things / (What a Day for a) Daydream,pop
19890,Right Said Fred,Stick It Out,pop
19891,Right Said Fred,Living on a Dream,pop
19892,Right Said Fred,MoJive,pop
19893,Right Said Fred,Lovesong,pop
19894,Right Said Fred,You're My Mate,pop
19895,Right Said Fred,Stand Up (For the Champions),pop
19896,Right Said Fred-Doris Dubinsky,The Wizzard,pop
19903,Richard Marx,Chains Around My Heart,pop
19904,Richard Marx,Hazard,pop
19905,Richard Marx,Now and Forever,pop
19906,ASKA,Every Day of Your Life,pop
19907,Richard Marx-Donna Lewis,At the Beginning,pop
19908,Richard Marx,Until I Find You Again,pop
19909,Richard Marx,When You're Gone,pop
19910,Richard Marx,Ready to Fly,pop
19911,Richard Marx,When You Loved Me,pop
19912,Udo Lindenberg,Durch die schweren Zeiten,rock
19913,Udo Lindenberg,Hallo Angi,rock
19920,Reba McEntire,Going Out Like That,pop
19921,Reba McEntire,What If,pop
19922,Ray Stevens,Silver Bracelet / Rang Tang Ding Dong,pop
19923,Ray Stevens,Everything Is Beautiful,pop
19924,Vangelis,Voices,rock
19925,Vangelis-Stina Nordenstam,Ask the Mountains,rock
19926,Vangelis,Sauvage et beau,rock
19927,Vangelis,Anthem: 2002 FIFA World Cup™ Official Anthem,rock
19928,The White Stripes,Signed D.C.,rock
19929,The White Stripes,Hand Springs,rock
19930,The White Stripes,Dead Leaves,rock
19931,The White Stripes,I Want to Be the Boy to Warm Your Mother's Heart / Little Acorns,rock
19932,The White Stripes,Rated X,rock
19933,The White Stripes,Let You Down,rock
19934,Tina Turner,Better Be Good To Me (12" Dance Version),rock
19935,Tina Turner,Why Must We Wait Until Tonight,rock
19938,Raphael,El gondolero,pop
19939,Raphael,Raphael,pop
19940,Raphael,Sexo sentido (David Van Bylen remix),pop
19943,Powderfinger,Tail,pop
19944,R. Kelly,She's Got That Vibe,pop
19945,R. Kelly,I Can't Sleep Baby (If I),pop
19946,R. Kelly,Thank God It's Friday,pop
19947,R. Kelly,I Believe I Can Fly,pop
19948,R. Kelly,Gotham City,pop
19949,R. Kelly-Keith Murray,Home Alone,pop
19950,Sparkle-R. Kelly,Be Careful,pop
19951,Céline Dion-R. Kelly,I'm Your Angel,pop
19952,Popular Computer,Lost & Found,pop
19953,Popular Computer,Lointain,pop
19954,Lifelike-Popular Computer,Getting High,pop
19955,Popular Computer,Pop Heart,pop
19956,Quincy Jones,Slow Jams,pop
19957,Quincy Jones,Stomp: The Remixes,pop
19958,Quincy Jones,I'll Be Good to You,pop
19959,Quincy Jones,The Secret Garden (Sweet Seduction Suite), Part 1,pop
19965,Pohlmann.,Wenn jetzt Sommer wär,pop
19966,Pohlmann.,Der Junge ist verliebt,pop
19967,Blumentopf-Pohlmann.,Bin dann mal weg,pop
19968,Plamen Dereu,Heaven After All,pop
19969,Plamen Dereu,Heaven After All (Remixes),pop
19970,Plamen Dereu-Paul Mixtailes,It's In Your Head,pop
19972,Pixie Lott,Rolling Stone,pop
19973,Pixie Lott,Mama Do (Uh Oh, Uh Oh),pop
19974,Pixie Lott,Boys and Girls,pop
19976,Phil Collins,In the Air Tonight,pop
19977,Phantom Planet,California,pop
19978,Peter Schilling,Die Wüste lebt (Alarmsignal ...),pop
19979,Peter Noone,Oh You Pretty Things,pop
19980,Peter Noone,Walnut Whirl,pop
19981,Peter Noone,Should I,pop
19982,Peter Gabriel,Modern Love,pop
19983,Perry Como,Till the End of Time / (Did You Ever Get) That Feeling in the Moonlight,pop
19985,Pentatonix-Lindsey Stirling,Radioactive,pop
19986,Todrick Hall-Pentatonix,The Wizard of Ahhhs,pop
19987,Pentatonix,Say Something,pop
19989,Paul Young,Wherever I Lay My Hat (That's My Home),pop
19990,Lisa Stansfield,Someday (I'm Coming Back),pop
19991,Lisa Stansfield,Time to Make You Mine,pop
19992,Lisa Stansfield,In All the Right Places,pop
19993,Lisa Stansfield,Little Bit of Heaven,pop
19994,Lisa Stansfield,So Natural,pop
19995,Babyface-Lisa Stansfield,Dream Away,pop
19996,Richard Marx,Repeat Offender,pop
19997,Paul Heaton,The Perfect Couple,pop
19998,Paul Heaton,Mermaids and Slaves,pop
19999,Patti Page-Rex Allen,Broken Down Merry-Go-Round / Tag Along,pop
20000,Meco,Star Wars Theme / Cantina Band / Funk,pop
20001,Meco,The Force Theme / Empire Strikes Back (medley),pop
20008,Matthias Reim,Ich hab geträumt von Dir,pop
20009,Matthew Sweet,Time Capsule,pop
20010,Matthew Sweet,Devil With the Green Eyes,pop
20016,Carl Perkins,Blue Suede Shoes / Honey, Don't!,rock
20018,Billy Talent,Try Honesty,rock
20019,Bill Haley & His Comets,Thirteen Women (And Only One Man in Town) / Rock Around the Clock,rock
20020,Bastille,Aqua Lung / Farewell My Lovely,rock
20024,Pretenders,Back on the Chain Gang,pop
20027,Powderfinger,Grave Concern,pop
20028,Powderfinger,Save Your Skin,pop
20029,Powderfinger,Pick You Up,pop
20030,Powderfinger,D.A.F.,pop
20031,Powderfinger,Living Type,pop
20032,Powderfinger,Take Me In,pop
20033,Powderfinger,The Day You Come,pop
20034,Powderfinger,Don't Wanna Be Left Out,pop
20035,R. Kelly,Half on a Baby,pop
20036,R. Kelly,Did You Ever Think,pop
20037,R. Kelly,If I Could Turn Back the Hands of Time,pop
20038,R. Kelly,The Storm Is Over Now,pop
20039,R. Kelly,Fiesta,pop
20040,R. Kelly,The World's Greatest,pop
20041,R. Kelly,Ignition,pop
20042,R. Kelly,Thoia Thoing,pop
20051,Pixie Lott,Broken Arrow,pop
20052,Pixie Lott,All About Tonight,pop
20053,Pixie Lott-Pusha T,What Do You Take Me For?,pop
20054,Pixie Lott,Nasty,pop
20055,Pixie Lott,Lay Me Down,pop
20056,Pixie Lott,Best Day of My Life,pop
20057,Phil Collins,I Missed Again,pop
20058,Phil Collins,If Leaving Me Is Easy,pop
20059,Phil Collins,Thru' These Walls,pop
20060,Phil Collins,You Can't Hurry Love,pop
20061,Phil Collins,Don't Let Him Steal Your Heart Away,pop
20062,Phil Collins,Against All Odds (Take a Look at Me Now),pop
20063,Philip Bailey-Phil Collins,Easy Lover,pop
20064,Mark Ronson-Phantom Planet,Just,pop
20065,Peter Schilling,Major Tom (Völlig losgelöst),pop
20066,Peter Schilling,Die Wüste Lebt (Alarmsignal ...),pop
20067,Peter Schilling,Major Tom (Coming Home),pop
20068,Peter Schilling,The Different Story (World of Lust and Crime),pop
20069,Peter Schilling,Major Tom '94,pop
20070,Ground Control-Peter Schilling,Major Tom 2000 / Völlig losgelöst,pop
20071,Peter Schilling,Sonne, Mond und Sterne,pop
20072,Peter Gabriel,Solsbury Hill,pop
20073,Peter Gabriel,D.I.Y.,pop
20074,Peter Gabriel,No Self Control,pop
20075,Peter Gabriel,Biko,pop
20076,Peter Gabriel,Games Without Frontiers,pop
20077,Peter Gabriel,Shock the Monkey,pop
20078,Peter Gabriel,I Have the Touch,pop
20079,Perry Como-Russ Case and His Orchestra,A Hubba Hubba Hubba / Here Comes Heaven Again,pop
20080,Perry Como-Russ Case and His Orchestra,If I'm Lucky / One More Vote (from the film "If I'm Lucky"),pop
20081,Perry Como,'A' – You're Adorable / When Is Sometime?,pop
20082,Perry Como-The Ramblers,Don't Let the Stars Get in Your Eyes / Lies,pop
20083,Perry Como,Papa Loves Mambo,pop
20084,Perry Como,Glendora,pop
20085,Perry Como,Round and Round / Mi casa, su casa (My House Is Your House),pop
20086,Pentatonix,Royals,pop
20087,Pentatonix,Gangnam Style,pop
20088,Pentatonix-Dolly Parton,Jolene,pop
20100,Paul Young,Come Back and Stay,pop
20101,Paul Young,Love of the Common People,pop
20102,Paul Young,I'm Gonna Tear Your Playhouse Down,pop
20103,Paul Young,Everything Must Change,pop
20104,Paul Young,Love Will Tear Us Apart,pop
20105,Paul Young,Every Time You Go Away,pop
20106,Paul Young,Tomb of Memories,pop
20107,Paul Young,Wonderland,pop
20108,Paul Young,In the Long Run,pop
20109,Lisa Stansfield-The Dirty Rotten Scoundrels,People Hold On: The Bootleg Mixes,pop
20110,Lisa Stansfield,The Real Thing,pop
20111,Lisa Stansfield,Never, Never Gonna Give You Up,pop
20112,Lisa Stansfield,The Line,pop
20113,Lisa Stansfield,If I Hadn't Got You,pop
20114,Lisa Stansfield,Carry On,pop
20115,Patti Page-Rex Allen,Farther Along / Softly and Tenderly,pop
20116,Patti Page-Rex Allen,Tag-A-Long / Soft and Tenderly,pop
20117,Patti Page-Rusty Draper,Release Me / Wedding Bells,pop
20118,Patti Page,(How Much Is) That Doggie in the Window? / My Jealous Eyes,pop
20119,Patti Page-Vic Schoen,Allegheny Moon / The Strangest Romance,pop
20120,Patti Page,Old Cape Cod / Wondering,pop
20121,Patti Page,I'll Remember Today / My How the Time Goes By,pop
20122,Patti Page-Tom T. Hall,Hello We're Lonely / We're Not Getting Old,pop
20127,And Also the Trees,Shantell,rock
20129,Alan Parsons,So Far Away,rock
20130,Alan Parsons,All Our Yesterdays,rock
20131,Adam Lambert,Is Anybody Listening? (From "The Ten Commandments") [Live],rock
20132,Adam Lambert,No Boundaries,rock
20148,SDP-Sido,Ne Leiche,pop
20149,Scott Walker,Jackie / The Plague,pop
20153,Matthias Reim,Verdammt, ich lieb' Dich,pop
20154,Matthias Reim,Ich hab' mich so auf dich gefreut,pop
20155,Matthias Reim,Hertha, Hertha, unsere Hertha,pop
20156,Matthias Reim,Verdammt für alle Zeit,pop
20157,Matthew Sweet,The Ugly Truth,pop
20166,Carl Perkins,Dixie Fried / I'm Sorry, I'm Not Sorry,rock
20167,Carl Perkins,The Elvis Presley Express,rock
20168,Billy Talent,River Below,rock
20169,Billy Talent,Try Honesty / Living in the Shadows,rock
20170,Billy Talent,The Ex,rock
20171,Billy Talent,Devil in a Midnight Mass,rock
20172,Billy Talent,Red Flag,rock
20173,Billy Talent,Fallen Leaves,rock
20174,Billy Talent,Surrender,rock
20175,Billy Talent-Anti‐Flag,Turn Your Back,rock
20176,Bill Haley & His Comets,Birth of the Boogie / Mambo Rock,rock
20177,Bill Haley & His Comets,See You Later, Alligator / The Paper Boy (On Main Street, U.S.A.),rock
20178,Bill Haley & His Comets,The Saints Rock 'n Roll / R-O-C-K,rock
20179,Bill Haley & His Comets,Rip It Up / Teenager's Mother (Are You Right?),rock
20180,Bill Haley & His Comets,Choo Choo Ch'Boogie / Don't Knock the Rock,rock
20181,Bill Haley & His Comets,(We're Gonna) Rock Around the Clock,rock
20182,Bill Haley & His Comets,Rock Around the Clock / Framed,rock
20183,Bastille,Flaws,rock
20184,Bastille,You Make Me Feel / Head Space,rock
20185,Bastille,Overjoyed,rock
20186,Bastille,Bad Blood,rock
20187,Bastille,Pompeii,rock
20188,Bastille,Laughter Lines,rock
20189,Bastille,Laura Palmer,rock
20190,Bastille,Things We Lost in the Fire,rock
20191,Bastille,Of the Night,rock
20192,Pretenders,Night in My Veins,pop
20195,Pretenders,Holy Commotion!,pop
20196,Powderfinger,Already Gone,pop
20197,Powderfinger,Passenger,pop
20198,Powderfinger,My Happiness,pop
20199,Powderfinger,Like a Dog,pop
20200,Powderfinger,The Metre,pop
20201,Powderfinger,On My Mind,pop
20202,Powderfinger,Sunsets,pop
20203,Powderfinger,Love Your Way,pop
20204,Powderfinger,Since You've Been Gone,pop
20205,R. Kelly,Happy People / U Saved Me,pop
20206,Ja Rule-R. Kelly-Ashanti,Wonderful,pop
20207,Twista-R. Kelly,So Sexy,pop
20208,R. Kelly,Sex In the Kitchen,pop
20209,Fat Joe-R. Kelly-T.I.-Lil Wayne-Baby-Rick Ross-Ace Mac,Make It Rain (Remix),pop
20210,R. Kelly,I'm a Flirt (remix),pop
20211,R. Kelly-Usher,Same Girl,pop
20212,Phil Collins,One More Night,pop
20213,Phil Collins,Don't Lose My Number,pop
20214,Phil Collins-Marilyn Martin,Separate Lives,pop
20215,Phil Collins,Sussudio,pop
20216,Phil Collins,Another Day in Paradise,pop
20217,Phil Collins,I Wish It Would Rain Down,pop
20218,Phil Collins,Do You Remember?,pop
20219,Peter Gabriel,Walk Through the Fire,pop
20220,Peter Gabriel,Sledgehammer,pop
20221,Peter Gabriel-Kate Bush,Don’t Give Up,pop
20222,Peter Gabriel,Big Time,pop
20223,Peter Gabriel,In Your Eyes,pop
20224,Peter Gabriel,Red Rain,pop
20225,Youssou N’Dour-Peter Gabriel,Shakin’ the Tree,pop
20226,Perry Como-The Ray Charles Singers,Catch a Falling Star / Magic Moments,pop
20227,Perry Como,Walk Right Back,pop
20228,Paul Young,Softly Whispering I Love You,pop
20229,Paul Young,Oh Girl,pop
20230,Zucchero-Paul Young,Senza una donna (Without a Woman),pop
20231,Paul Young,Don't Dream It's Over,pop
